The data of the Swiss Glacier Monitoring Network (GLAMOS) are freely available (https://www.glamos.ch) and may be used with indication of the source for scientific and non-commercial use.
"When using these data, please cite as:"
"GLAMOS (2025). Swiss Glacier Length Change, release 2025, Glacier Monitoring Switzerland, doi:10.18750/lengthchange.2025.r2025."
SWISS GLACIER LENGTH CHANGE
"glacier name,glacier id,start date of observation,quality of start date,end date of observation,quality of end date,length change,elevation of glacier tongue,observer"
"Gornergletscher,B56-07,2014-10-03,,2015-09-21,,-72.00,,Stefan Walther"
"Gornergletscher,B56-07,2015-09-21,,2016-11-04,,-61.00,,DWL/VS; Leo Jörger & Stefan Walther"
"Gornergletscher,B56-07,2016-11-04,,2017-10-13,,-31.00,,DWL/VS; Leo Jörger & Stefan Walther"
"Gornergletscher,B56-07,2017-10-13,,2018-10-13,,-70.00,,DWL/VS; Leo Jörger & Stefan Walther"
"Gornergletscher,B56-07,2018-09-11,,2020-08-21,,-79.80,,VAW/ETHZ; Andreas Bauder"
"Gornergletscher,B56-07,2018-10-13,,2019-10-13,,-70.00,,DWL/VS; Leo Jörger & Stefan Walther"
"Gornergletscher,B56-07,2020-08-21,,2021-08-14,,-38.90,,VAW/ETHZ; Andreas Bauder"
"Gornergletscher,B56-07,2021-08-14,,2022-07-15,,-33.10,,VAW/ETHZ; Andreas Bauder"
"Gornergletscher,B56-07,2022-07-15,,2023-08-23,,-29.80,,VAW/ETHZ; Andreas Bauder"
"Gornergletscher,B56-07,2023-08-23,,2024-08-20,,-63.20,,VAW/ETHZ; Andreas Bauder"
"Zmuttgletscher,B57-05,1892-09-01,x,1893-09-01,x,-5.00,,-"
"Zmuttgletscher,B57-05,1893-09-01,x,1894-09-01,x,-3.00,,-"
"Zmuttgletscher,B57-05,1894-09-01,x,1896-09-01,x,-9.00,,-"
"Zmuttgletscher,B57-05,1896-09-01,x,1897-09-01,x,-12.00,,-"
"Zmuttgletscher,B57-05,1897-09-01,x,1898-09-01,x,-13.00,,-"
"Zmuttgletscher,B57-05,1898-09-01,x,1899-09-01,x,-27.00,,-"
"Zmuttgletscher,B57-05,1899-09-01,x,1900-09-01,x,-12.00,,-"
"Zmuttgletscher,B57-05,1900-09-01,x,1901-09-01,x,-10.00,,-"
"Zmuttgletscher,B57-05,1927-09-01,x,1928-09-01,x,-11.00,,-"
"Zmuttgletscher,B57-05,1928-09-01,x,1929-09-01,x,-13.00,,-"
"Zmuttgletscher,B57-05,1929-09-01,x,1930-09-01,x,0.00,,-"
"Zmuttgletscher,B57-05,1930-09-01,x,1931-09-01,x,0.00,,-"
"Zmuttgletscher,B57-05,1931-09-01,x,1932-09-01,x,-2.00,,-"
"Zmuttgletscher,B57-05,1932-09-01,x,1936-09-01,x,-10.00,,-"
"Zmuttgletscher,B57-05,1936-09-01,x,1943-09-01,x,-128.00,,-"
"Zmuttgletscher,B57-05,1943-09-01,x,1947-09-01,x,-64.00,,-"
"Zmuttgletscher,B57-05,1947-09-01,x,1949-09-01,x,-23.00,,-"
"Zmuttgletscher,B57-05,1949-09-01,x,1950-09-01,x,-14.00,,-"
"Zmuttgletscher,B57-05,1950-09-01,x,1951-09-01,x,-8.00,,-"
"Zmuttgletscher,B57-05,1951-09-01,x,1953-09-01,x,-51.00,,-"
"Zmuttgletscher,B57-05,1953-09-01,x,1954-09-01,x,-6.00,,-"
"Zmuttgletscher,B57-05,1954-09-01,x,1955-09-01,x,-4.00,,-"
"Zmuttgletscher,B57-05,1955-09-01,x,1957-09-01,x,-24.00,,-"
"Zmuttgletscher,B57-05,1957-09-01,x,1958-09-01,x,-36.00,,-"
"Zmuttgletscher,B57-05,1958-09-01,x,1959-09-01,x,-32.00,,-"
"Zmuttgletscher,B57-05,1959-09-01,x,1961-09-01,x,-43.00,,-"
"Zmuttgletscher,B57-05,1961-09-01,x,1962-09-01,x,-32.00,,-"
"Zmuttgletscher,B57-05,1962-09-01,x,1963-09-01,x,-19.00,,-"
"Zmuttgletscher,B57-05,1963-09-01,x,1964-09-01,x,-26.00,,-"
"Zmuttgletscher,B57-05,1964-09-01,x,1965-09-01,x,-24.00,,-"
"Zmuttgletscher,B57-05,1965-09-01,x,1966-09-01,x,-13.00,,-"
"Zmuttgletscher,B57-05,1966-09-01,x,1967-09-01,x,-17.00,,-"
"Zmuttgletscher,B57-05,1967-09-01,x,1968-09-01,x,-13.00,,-"
"Zmuttgletscher,B57-05,1968-09-01,x,1969-09-01,x,-19.00,,-"
"Zmuttgletscher,B57-05,1969-09-01,x,1970-09-01,x,-19.00,,-"
"Zmuttgletscher,B57-05,1970-09-01,x,1971-09-01,x,-14.00,,-"
"Zmuttgletscher,B57-05,1971-09-01,x,1972-09-01,x,-8.00,,-"
"Zmuttgletscher,B57-05,1972-09-01,x,1973-09-01,x,-22.00,,-"
"Zmuttgletscher,B57-05,1973-09-01,x,1974-09-01,x,-32.00,,-"
"Zmuttgletscher,B57-05,1974-09-01,x,1975-09-01,x,-6.00,,-"
"Zmuttgletscher,B57-05,1975-09-01,x,1976-09-01,x,-46.00,,-"
"Zmuttgletscher,B57-05,1976-09-01,x,1977-09-01,x,-30.00,,-"
"Zmuttgletscher,B57-05,1977-09-01,x,1978-09-01,x,-54.00,,-"
"Zmuttgletscher,B57-05,1978-09-01,x,1979-09-01,x,-22.00,,-"
"Zmuttgletscher,B57-05,1979-09-01,x,1980-09-01,x,-8.00,,-"
"Zmuttgletscher,B57-05,1980-09-01,x,1981-09-01,x,-16.00,,-"
"Zmuttgletscher,B57-05,1981-09-01,x,1982-09-01,x,-8.00,,-"
"Zmuttgletscher,B57-05,1982-09-01,x,1983-09-01,x,1.00,,-"
"Zmuttgletscher,B57-05,1983-09-01,x,1984-09-01,x,-6.00,,-"
"Zmuttgletscher,B57-05,1984-09-01,x,1985-09-01,x,-4.00,,-"
"Zmuttgletscher,B57-05,1985-09-01,x,1986-09-01,x,2.00,,-"
"Zmuttgletscher,B57-05,1986-09-01,x,1987-09-01,x,-3.00,,-"
"Zmuttgletscher,B57-05,1987-09-01,x,1988-09-01,x,10.00,,-"
"Zmuttgletscher,B57-05,1988-09-01,x,1989-09-01,x,-2.00,,-"
"Zmuttgletscher,B57-05,1989-09-01,x,1990-09-01,x,7.00,,-"
"Zmuttgletscher,B57-05,1990-09-01,x,1991-09-01,x,3.00,,-"
"Zmuttgletscher,B57-05,1991-09-01,x,1992-09-01,x,-2.00,,-"
"Zmuttgletscher,B57-05,1992-09-01,x,1993-09-01,x,2.00,,P. Mercier"
"Zmuttgletscher,B57-05,1993-09-01,x,1994-10-14,,0.00,2237.9,VAW/ETHZ; M. Aellen"
"Zmuttgletscher,B57-05,1994-10-14,,1996-09-18,,1.00,2236.5,VAW/ETHZ; D. Vonder Mühll"
"Zmuttgletscher,B57-05,1996-09-18,,1997-09-10,,0.00,2236.5,VAW/ETHZ; D. Vonder Mühll"
"Zmuttgletscher,B57-05,1997-09-10,,2010-09-01,,-183.00,2238.4,VAW/ETHZ; A. Andreas Bauder"
"Zmuttgletscher,B57-05,2010-09-01,,2013-08-21,,-36.00,,VAW/ETHZ; A. Andreas Bauder"
"Zmuttgletscher,B57-05,2013-08-21,,2017-09-05,,-100.00,,VAW/ETHZ; A. Andreas Bauder"
"Zmuttgletscher,B57-05,2017-09-05,,2020-08-21,,-134.00,,VAW/ETHZ; A. Andreas Bauder"
"Zmuttgletscher,B57-05,2020-08-21,,2023-09-07,,-104.10,,VAW/ETHZ; Andreas Bauder"
"Bisgletscher,B58-08,1900-09-01,x,1901-09-01,x,-3.00,,-"
"Bisgletscher,B58-08,1901-09-01,x,1902-09-01,x,-7.00,,-"
"Bisgletscher,B58-08,1902-09-01,x,1903-09-01,x,-8.00,,-"
"Bisgletscher,B58-08,1903-09-01,x,1906-09-01,x,-20.00,,-"
"Bisgletscher,B58-08,1972-09-01,x,1973-09-01,x,0.00,,-"
"Bisgletscher,B58-08,1975-09-01,x,1976-09-01,x,0.00,,-"
"Bisgletscher,B58-08,1978-09-01,x,1979-09-01,x,0.00,,-"
"Bisgletscher,B58-08,2017-09-08,,2019-09-04,,-14.10,,VAW/ETHZ; Andreas Bauder"
"Bisgletscher,B58-08,2019-09-04,,2020-08-07,,-15.00,,VAW/ETHZ; Andreas Bauder"
"Bisgletscher,B58-08,2020-08-07,,2021-08-14,,-2.40,,VAW/ETHZ; Andreas Bauder"
"Bisgletscher,B58-08,2021-08-14,,2022-07-15,,4.40,,VAW/ETHZ; Andreas Bauder"
"Bisgletscher,B58-08,2022-07-15,,2023-08-23,,-13.90,,VAW/ETHZ; Andreas Bauder"
"Bisgletscher,B58-08,2023-08-23,,2024-08-23,,-2.00,,VAW/ETHZ; Andreas Bauder"
"Turtmanngletscher,B60-09,1885-09-01,x,1886-09-01,x,-63.00,,-"
"Turtmanngletscher,B60-09,1886-09-01,x,1887-09-01,x,-85.00,,-"
"Turtmanngletscher,B60-09,1887-09-01,x,1893-09-01,x,-112.00,,-"
"Turtmanngletscher,B60-09,1893-09-01,x,1894-09-01,x,5.00,,-"
"Turtmanngletscher,B60-09,1894-09-01,x,1895-09-01,x,-2.00,,-"
"Turtmanngletscher,B60-09,1895-09-01,x,1896-09-01,x,-1.00,,-"
"Turtmanngletscher,B60-09,1896-09-01,x,1897-09-01,x,-9.00,,-"
"Turtmanngletscher,B60-09,1897-09-01,x,1898-09-01,x,-9.00,,-"
"Turtmanngletscher,B60-09,1898-09-01,x,1899-09-01,x,-6.00,,-"
"Turtmanngletscher,B60-09,1899-09-01,x,1900-09-01,x,-9.00,,-"
"Turtmanngletscher,B60-09,1900-09-01,x,1901-09-01,x,-8.00,,-"
"Turtmanngletscher,B60-09,1901-09-01,x,1902-09-01,x,-4.00,,-"
"Turtmanngletscher,B60-09,1902-09-01,x,1903-09-01,x,-8.00,,-"
"Turtmanngletscher,B60-09,1903-09-01,x,1904-09-01,x,-10.00,,-"
"Turtmanngletscher,B60-09,1904-09-01,x,1906-09-01,x,-38.00,,-"
"Turtmanngletscher,B60-09,1906-09-01,x,1907-09-01,x,-7.00,,-"
"Turtmanngletscher,B60-09,1907-09-01,x,1908-09-01,x,1.00,,-"
"Turtmanngletscher,B60-09,1908-09-01,x,1909-09-01,x,-10.00,,-"
"Turtmanngletscher,B60-09,1909-09-01,x,1910-09-01,x,-14.00,,-"
"Turtmanngletscher,B60-09,1910-09-01,x,1911-09-01,x,-18.00,,-"
"Turtmanngletscher,B60-09,1911-09-01,x,1912-09-01,x,-6.00,,-"
"Turtmanngletscher,B60-09,1912-09-01,x,1913-09-01,x,-29.00,,-"
"Turtmanngletscher,B60-09,1913-09-01,x,1914-09-01,x,-19.00,,-"
"Turtmanngletscher,B60-09,1914-09-01,x,1915-09-01,x,-6.00,,-"
"Turtmanngletscher,B60-09,1915-09-01,x,1916-09-01,x,4.00,,-"
"Turtmanngletscher,B60-09,1916-09-01,x,1917-09-01,x,-22.00,,-"
"Turtmanngletscher,B60-09,1917-09-01,x,1918-09-01,x,-4.00,,-"
"Turtmanngletscher,B60-09,1918-09-01,x,1919-09-01,x,16.00,,-"
"Turtmanngletscher,B60-09,1919-09-01,x,1920-09-01,x,-2.00,,-"
"Turtmanngletscher,B60-09,1920-09-01,x,1921-09-01,x,10.00,,-"
"Turtmanngletscher,B60-09,1921-09-01,x,1922-09-01,x,-2.00,,-"
"Turtmanngletscher,B60-09,1922-09-01,x,1923-09-01,x,-1.00,,-"
"Turtmanngletscher,B60-09,1923-09-01,x,1924-09-01,x,6.00,,-"
"Turtmanngletscher,B60-09,1924-09-01,x,1925-09-01,x,-4.00,,-"
"Turtmanngletscher,B60-09,1925-09-01,x,1926-09-01,x,-2.00,,-"
"Turtmanngletscher,B60-09,1926-09-01,x,1927-09-01,x,-3.00,,-"
"Turtmanngletscher,B60-09,1927-09-01,x,1928-09-01,x,-21.00,,-"
"Turtmanngletscher,B60-09,1928-09-01,x,1929-09-01,x,-4.00,,-"
"Turtmanngletscher,B60-09,1929-09-01,x,1930-09-01,x,-12.00,,-"
"Turtmanngletscher,B60-09,1930-09-01,x,1931-09-01,x,-6.00,,-"
"Turtmanngletscher,B60-09,1931-09-01,x,1932-09-01,x,-9.00,,-"
"Turtmanngletscher,B60-09,1932-09-01,x,1933-09-01,x,-2.00,,-"
"Turtmanngletscher,B60-09,1933-09-01,x,1934-09-01,x,-28.00,,-"
"Turtmanngletscher,B60-09,1934-09-01,x,1935-09-01,x,20.00,,-"
"Turtmanngletscher,B60-09,1935-09-01,x,1936-09-01,x,-32.00,,-"
"Turtmanngletscher,B60-09,1936-09-01,x,1937-09-01,x,-7.00,,-"
"Turtmanngletscher,B60-09,1937-09-01,x,1938-09-01,x,-20.00,,-"
"Turtmanngletscher,B60-09,1938-09-01,x,1939-09-01,x,-26.00,,-"
"Turtmanngletscher,B60-09,1939-09-01,x,1940-09-01,x,13.00,,-"
"Turtmanngletscher,B60-09,1940-09-01,x,1941-09-01,x,-86.00,,-"
"Turtmanngletscher,B60-09,1941-09-01,x,1942-09-01,x,-6.00,,-"
"Turtmanngletscher,B60-09,1942-09-01,x,1943-09-01,x,-25.00,,-"
"Turtmanngletscher,B60-09,1943-09-01,x,1944-09-01,x,4.00,,-"
"Turtmanngletscher,B60-09,1944-09-01,x,1945-09-01,x,-28.00,,-"
"Turtmanngletscher,B60-09,1945-09-01,x,1946-09-01,x,-3.00,,-"
"Turtmanngletscher,B60-09,1946-09-01,x,1947-09-01,x,-14.00,,-"
"Turtmanngletscher,B60-09,1947-09-01,x,1948-09-01,x,-2.00,,-"
"Turtmanngletscher,B60-09,1948-09-01,x,1949-09-01,x,-14.00,,-"
"Turtmanngletscher,B60-09,1949-09-01,x,1950-09-01,x,-18.00,,-"
"Turtmanngletscher,B60-09,1950-09-01,x,1951-09-01,x,-30.00,,-"
"Turtmanngletscher,B60-09,1951-09-01,x,1952-09-01,x,-10.00,,-"
"Turtmanngletscher,B60-09,1952-09-01,x,1953-09-01,x,-6.00,,-"
"Turtmanngletscher,B60-09,1953-09-01,x,1954-09-01,x,-32.00,,-"
"Turtmanngletscher,B60-09,1954-09-01,x,1955-09-01,x,-10.00,,-"
"Turtmanngletscher,B60-09,1955-09-01,x,1956-09-01,x,-29.00,,-"
"Turtmanngletscher,B60-09,1956-09-01,x,1957-09-01,x,-12.00,,-"
"Turtmanngletscher,B60-09,1957-09-01,x,1958-09-01,x,-66.00,,-"
"Turtmanngletscher,B60-09,1958-09-01,x,1959-09-01,x,-10.00,,-"
"Turtmanngletscher,B60-09,1959-09-01,x,1960-09-01,x,-17.00,,-"
"Turtmanngletscher,B60-09,1960-09-01,x,1961-09-01,x,-25.00,,-"
"Turtmanngletscher,B60-09,1961-09-01,x,1962-09-01,x,-25.00,,-"
"Turtmanngletscher,B60-09,1962-09-01,x,1963-09-01,x,-18.00,,-"
"Turtmanngletscher,B60-09,1963-09-01,x,1964-09-01,x,-14.00,,-"
"Turtmanngletscher,B60-09,1964-09-01,x,1965-09-01,x,-6.00,,-"
"Turtmanngletscher,B60-09,1965-09-01,x,1966-09-01,x,-6.00,,-"
"Turtmanngletscher,B60-09,1966-09-01,x,1967-09-01,x,-9.00,,-"
"Turtmanngletscher,B60-09,1967-09-01,x,1968-09-01,x,-10.00,,-"
"Turtmanngletscher,B60-09,1968-09-01,x,1969-09-01,x,-6.00,,-"
"Turtmanngletscher,B60-09,1969-09-01,x,1970-09-01,x,-8.00,,-"
"Turtmanngletscher,B60-09,1970-09-01,x,1971-09-01,x,-37.00,,-"
"Turtmanngletscher,B60-09,1971-09-01,x,1972-09-01,x,16.00,,-"
"Turtmanngletscher,B60-09,1972-09-01,x,1973-09-01,x,-9.00,,-"
"Turtmanngletscher,B60-09,1973-09-01,x,1974-09-01,x,6.00,,-"
"Turtmanngletscher,B60-09,1974-09-01,x,1975-09-01,x,13.00,,-"
"Turtmanngletscher,B60-09,1975-09-01,x,1976-09-01,x,-4.00,,-"
"Turtmanngletscher,B60-09,1976-09-01,x,1977-09-01,x,-3.00,,-"
"Turtmanngletscher,B60-09,1977-09-01,x,1978-09-01,x,-3.00,,-"
"Turtmanngletscher,B60-09,1978-09-01,x,1979-09-01,x,-13.00,,-"
"Turtmanngletscher,B60-09,1979-09-01,x,1980-09-01,x,24.20,,-"
"Turtmanngletscher,B60-09,1980-09-01,x,1981-09-01,x,17.00,,-"
"Turtmanngletscher,B60-09,1981-09-01,x,1982-09-01,x,-2.00,,-"
"Turtmanngletscher,B60-09,1982-09-01,x,1983-09-01,x,19.00,,-"
"Turtmanngletscher,B60-09,1983-09-01,x,1984-09-01,x,18.00,,-"
"Turtmanngletscher,B60-09,1984-09-01,x,1985-09-01,x,-15.00,,-"
"Turtmanngletscher,B60-09,1985-09-01,x,1986-09-01,x,4.00,,-"
"Turtmanngletscher,B60-09,1986-09-01,x,1987-09-01,x,-3.00,,-"
"Turtmanngletscher,B60-09,1987-09-01,x,1988-09-01,x,2.00,,-"
"Turtmanngletscher,B60-09,1988-09-01,x,1989-09-01,x,-6.00,,-"
"Turtmanngletscher,B60-09,1989-09-01,x,1990-09-01,x,-10.00,,-"
"Turtmanngletscher,B60-09,1990-09-01,x,1991-09-01,x,7.00,,-"
"Turtmanngletscher,B60-09,1991-09-01,x,1992-09-01,x,3.00,,-"
"Turtmanngletscher,B60-09,1992-09-01,x,1993-09-01,x,-12.00,,-"
"Turtmanngletscher,B60-09,1994-09-01,x,1995-09-01,x,2.00,,-"
"Turtmanngletscher,B60-09,1995-09-01,x,1996-09-01,x,55.00,,-"
"Turtmanngletscher,B60-09,1996-09-01,x,1997-09-01,x,-84.00,,-"
"Turtmanngletscher,B60-09,1997-09-01,x,1998-09-01,x,-9.00,,-"
"Turtmanngletscher,B60-09,1998-09-01,x,1999-09-01,x,83.00,,-"
"Turtmanngletscher,B60-09,1999-09-24,,2000-09-18,,4.80,2262,Peter Tscherrig"
"Turtmanngletscher,B60-09,2000-09-18,,2001-10-05,,-1.40,2262,Peter Tscherrig"
"Turtmanngletscher,B60-09,2001-10-05,,2002-09-07,,-9.60,2262,Peter Tscherrig"
"Turtmanngletscher,B60-09,2002-09-07,,2003-09-20,,-126.90,2264,Peter Tscherrig"
"Turtmanngletscher,B60-09,2003-09-20,,2004-09-19,,-46.40,2270,Peter Tscherrig"
"Turtmanngletscher,B60-09,2004-09-19,,2005-09-25,,-17.40,2270,Peter Tscherrig"
"Turtmanngletscher,B60-09,2005-09-25,,2011-09-29,,-22.70,,DWL/VS; Alban Brigger"
"Turtmanngletscher,B60-09,2012-10-12,,2013-10-03,,-30.20,,DWL/VS; Alban Brigger"
"Turtmanngletscher,B60-09,2013-10-03,,2014-09-08,,-13.00,,DWL/VS; Alban Brigger"
"Turtmanngletscher,B60-09,2014-09-08,,2015-10-07,,-133.10,,DWL/VS; Alban Brigger"
"Turtmanngletscher,B60-09,2015-10-07,,2016-09-08,,-30.00,,DWL/VS; Alban Brigger"
"Turtmanngletscher,B60-09,2016-09-08,,2017-10-02,,-42.20,,DWL/VS; Alban Brigger"
"Turtmanngletscher,B60-09,2017-10-02,,2018-10-11,,-127.50,,DWL/VS; Alban Brigger"
"Turtmanngletscher,B60-09,2018-09-11,,2019-10-01,,-130.00,,VAW/ETHZ; Andreas Bauder"
"Turtmanngletscher,B60-09,2018-10-02,,2024-09-20,,-561.80,,DN/VS; Alban Brigger"
"Turtmanngletscher,B60-09,2019-10-01,,2020-08-07,,-650.00,,VAW/ETHZ; Andreas Bauder"
"Turtmanngletscher,B60-09,2020-08-07,,2023-08-23,,-2.60,,VAW/ETHZ; Andreas Bauder"
"Brunegggletscher,B60-20,1934-09-01,x,1941-09-01,x,-100.00,,-"
"Brunegggletscher,B60-20,1942-09-01,x,1943-09-01,x,-15.00,,-"
"Brunegggletscher,B60-20,1943-09-01,x,1944-09-01,x,-28.00,,-"
"Brunegggletscher,B60-20,1944-09-01,x,1945-09-01,x,-30.00,,-"
"Brunegggletscher,B60-20,1945-09-01,x,1946-09-01,x,-12.00,,-"
"Brunegggletscher,B60-20,1946-09-01,x,1947-09-01,x,-16.00,,-"
"Brunegggletscher,B60-20,1947-09-01,x,1948-09-01,x,-19.00,,-"
"Brunegggletscher,B60-20,1948-09-01,x,1949-09-01,x,-28.00,,-"
"Brunegggletscher,B60-20,1949-09-01,x,1950-09-01,x,-79.00,,-"
"Brunegggletscher,B60-20,1950-09-01,x,1951-09-01,x,-16.00,,-"
"Brunegggletscher,B60-20,1951-09-01,x,1952-09-01,x,-39.00,,-"
"Brunegggletscher,B60-20,1952-09-01,x,1953-09-01,x,-29.00,,-"
"Brunegggletscher,B60-20,1953-09-01,x,1954-09-01,x,-53.00,,-"
"Brunegggletscher,B60-20,1954-09-01,x,1955-09-01,x,-2.00,,-"
"Brunegggletscher,B60-20,1955-09-01,x,1956-09-01,x,-93.00,,-"
"Brunegggletscher,B60-20,1956-09-01,x,1957-09-01,x,-8.00,,-"
"Brunegggletscher,B60-20,1957-09-01,x,1958-09-01,x,-5.00,,-"
"Brunegggletscher,B60-20,1958-09-01,x,1959-09-01,x,-7.00,,-"
"Brunegggletscher,B60-20,1959-09-01,x,1960-09-01,x,-19.00,,-"
"Brunegggletscher,B60-20,1960-09-01,x,1961-09-01,x,-17.00,,-"
"Brunegggletscher,B60-20,1961-09-01,x,1962-09-01,x,-54.00,,-"
"Brunegggletscher,B60-20,1962-09-01,x,1963-09-01,x,-93.00,,-"
"Brunegggletscher,B60-20,1963-09-01,x,1964-09-01,x,-105.00,,-"
"Brunegggletscher,B60-20,1964-09-01,x,1965-09-01,x,21.00,,-"
"Brunegggletscher,B60-20,1965-09-01,x,1966-09-01,x,-29.00,,-"
"Brunegggletscher,B60-20,1966-09-01,x,1967-09-01,x,-45.00,,-"
"Brunegggletscher,B60-20,1967-09-01,x,1968-09-01,x,-4.00,,-"
"Brunegggletscher,B60-20,1968-09-01,x,1969-09-01,x,11.00,,-"
"Brunegggletscher,B60-20,1969-09-01,x,1970-09-01,x,-21.00,,-"
"Brunegggletscher,B60-20,1970-09-01,x,1971-09-01,x,-5.00,,-"
"Brunegggletscher,B60-20,1971-09-01,x,1972-09-01,x,-8.00,,-"
"Brunegggletscher,B60-20,1972-09-01,x,1973-09-01,x,-8.00,,-"
"Brunegggletscher,B60-20,1973-09-01,x,1974-09-01,x,-2.00,,-"
"Brunegggletscher,B60-20,1974-09-01,x,1975-09-01,x,0.00,,-"
"Brunegggletscher,B60-20,1975-09-01,x,1976-09-01,x,-3.00,,-"
"Brunegggletscher,B60-20,1976-09-01,x,1977-09-01,x,5.00,,-"
"Brunegggletscher,B60-20,1977-09-01,x,1978-09-01,x,-3.00,,-"
"Brunegggletscher,B60-20,1978-09-01,x,1979-09-01,x,23.00,,-"
"Brunegggletscher,B60-20,1979-09-01,x,1980-09-01,x,1.00,,-"
"Brunegggletscher,B60-20,1980-09-01,x,1981-09-01,x,9.00,,-"
"Brunegggletscher,B60-20,1981-09-01,x,1982-09-01,x,0.00,,-"
"Brunegggletscher,B60-20,1982-09-01,x,1983-09-01,x,12.00,,-"
"Brunegggletscher,B60-20,1983-09-01,x,1984-09-01,x,49.00,,-"
"Brunegggletscher,B60-20,1984-09-01,x,1985-09-01,x,-7.00,,-"
"Brunegggletscher,B60-20,1985-09-01,x,1986-09-01,x,4.00,,-"
"Brunegggletscher,B60-20,1986-09-01,x,1987-09-01,x,4.00,,-"
"Brunegggletscher,B60-20,1987-09-01,x,1988-09-01,x,0.00,,-"
"Brunegggletscher,B60-20,1988-09-01,x,1989-09-01,x,3.00,,-"
"Brunegggletscher,B60-20,1989-09-01,x,1990-09-01,x,3.00,,-"
"Brunegggletscher,B60-20,1990-09-01,x,1991-09-01,x,-5.00,,-"
"Brunegggletscher,B60-20,1991-09-01,x,1992-09-01,x,-3.00,,-"
"Brunegggletscher,B60-20,1992-09-01,x,1993-09-01,x,-4.00,,-"
"Brunegggletscher,B60-20,1993-09-01,x,1994-09-01,x,-8.00,,-"
"Brunegggletscher,B60-20,1994-09-01,x,1995-09-01,x,-5.00,,-"
"Brunegggletscher,B60-20,1995-09-01,x,1996-09-01,x,-14.00,,-"
"Brunegggletscher,B60-20,1996-09-01,x,1997-09-01,x,-6.00,,-"
"Brunegggletscher,B60-20,1997-09-01,x,1998-09-01,x,-13.00,,-"
"Brunegggletscher,B60-20,1998-09-01,x,1999-09-01,x,27.00,,-"
"Brunegggletscher,B60-20,1999-09-24,,2000-09-18,,-11.50,2468,Peter Tscherrig"
"Brunegggletscher,B60-20,2000-09-18,,2001-10-05,,-8.50,2468,Peter Tscherrig"
"Brunegggletscher,B60-20,2001-10-05,,2002-09-07,,-30.50,2468,Peter Tscherrig"
"Brunegggletscher,B60-20,2002-09-07,,2003-09-20,,-156.90,2500,Peter Tscherrig"
"Brunegggletscher,B60-20,2003-09-20,,2004-09-19,,-9.60,2500,Peter Tscherrig"
"Brunegggletscher,B60-20,2004-09-19,,2005-09-25,,-24.00,2500,Peter Tscherrig"
"Brunegggletscher,B60-20,2005-09-25,,2010-09-16,,-99.00,2500,DWL/VS; Alban Brigger"
"Brunegggletscher,B60-20,2010-09-16,,2011-09-29,,-77.40,,DWL/VS; Alban Brigger"
"Brunegggletscher,B60-20,2011-09-29,,2013-10-03,,-2.00,,DWL/VS; Alban Brigger"
"Brunegggletscher,B60-20,2014-09-08,,2015-10-07,,-21.80,,DWL/VS; Alban Brigger"
"Brunegggletscher,B60-20,2015-10-07,,2016-09-08,,-18.70,,DWL/VS; Alban Brigger"
"Brunegggletscher,B60-20,2016-09-08,,2017-10-02,,-40.80,,DWL/VS; Alban Brigger"
"Brunegggletscher,B60-20,2018-10-11,,2019-10-01,,-11.20,,DWL/VS; Alban Brigger"
"Brunegggletscher,B60-20,2019-10-01,,2021-09-08,,-11.10,,DWFL/VS; Alban Brigger"
"Brunegggletscher,B60-20,2021-09-08,,2023-09-06,,-85.30,,DWFL/VS; Alban Brigger"
"Brunegggletscher,B60-20,2023-09-06,,2024-09-20,,-33.90,,DN/VS; Alban Brigger"
"Bella Tola Gletscher,B61-02,1945-09-01,x,1946-09-01,x,10.00,,-"
"Bella Tola Gletscher,B61-02,1946-09-01,x,1947-09-01,x,-10.00,,-"
"Bella Tola Gletscher,B61-02,1947-09-01,x,1948-09-01,x,-7.00,,-"
"Bella Tola Gletscher,B61-02,1948-09-01,x,1949-09-01,x,6.00,,-"
"Bella Tola Gletscher,B61-02,1949-09-01,x,1950-09-01,x,-15.00,,-"
"Bella Tola Gletscher,B61-02,1950-09-01,x,1951-09-01,x,-4.00,,-"
"Bella Tola Gletscher,B61-02,1951-09-01,x,1953-09-01,x,-7.00,,-"
"Bella Tola Gletscher,B61-02,1953-09-01,x,1954-09-01,x,-6.00,,-"
"Bella Tola Gletscher,B61-02,1954-09-01,x,1955-09-01,x,7.00,,-"
"Bella Tola Gletscher,B61-02,1955-09-01,x,1957-09-01,x,22.00,,-"
"Bella Tola Gletscher,B61-02,1957-09-01,x,1958-09-01,x,4.00,,-"
"Bella Tola Gletscher,B61-02,1958-09-01,x,1959-09-01,x,-32.00,,-"
"Bella Tola Gletscher,B61-02,1959-09-01,x,1961-09-01,x,12.00,,-"
"Bella Tola Gletscher,B61-02,1961-09-01,x,1962-09-01,x,-3.00,,-"
"Bella Tola Gletscher,B61-02,1962-09-01,x,1963-09-01,x,-26.00,,-"
"Bella Tola Gletscher,B61-02,1963-09-01,x,1964-09-01,x,-7.00,,-"
"Bella Tola Gletscher,B61-02,1964-09-01,x,1965-09-01,x,-1.00,,-"
"Bella Tola Gletscher,B61-02,1965-09-01,x,1966-09-01,x,18.00,,-"
"Bella Tola Gletscher,B61-02,1966-09-01,x,1967-09-01,x,21.00,,-"
